id,species,genus,family,order,class,phylum,accession
MitoFish_mf_024729,Bolinichthys photothorax,Bolinichthys,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024729
MitoFish_mf_024730,Diaphus sp. CBM DNA No. 2014-621,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024730
MitoFish_mf_024731,Diaphus sp. CBM DNA No. 2014-626,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024731
MitoFish_mf_024732,Diaphus sp. CBM DNA No. 2014-628,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024732
MitoFish_mf_024734,Lampanyctus tenuiformis,Lampanyctus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024734
MitoFish_mf_024735,Myctophum cf. spinosum CBM:ZF:14726,Myctophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024735
MitoFish_mf_024736,Diaphus cf. termophilus CBM:ZF:14727,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024736
MitoFish_mf_024737,Lampanyctus turneri,Lampanyctus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024737
MitoFish_mf_024740,Symbolophorus evermanni,Symbolophorus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024740
MitoFish_mf_024742,Hygophum sp. CBM:ZF:14740,Hygophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024742
MitoFish_mf_024743,Lampanyctus alatus,Lampanyctus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024743
MitoFish_mf_024744,Notoscopelus sp. CBM:ZF:14752,Notoscopelus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024744
MitoFish_mf_024745,Nannobrachium achirus,Nannobrachium,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024745
MitoFish_mf_024746,Protomyctophum sp. CBM:ZF:14758,Protomyctophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024746
MitoFish_mf_024747,Protomyctophum sp. CBM:ZF:15232,Protomyctophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024747
MitoFish_mf_024749,Diaphus meadi,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024749
MitoFish_mf_024750,Diaphus brachycephalus,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024750
MitoFish_mf_024751,Diaphus sp. CBM:ZF:14790,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024751
MitoFish_mf_024752,Diogenichthys sp. CBM:ZF:14787,Diogenichthys,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024752
MitoFish_mf_024753,Lampanyctus sp. CBM:ZF:14792,Lampanyctus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024753
MitoFish_mf_024754,Diogenichthys sp. CBM:ZF:14796,Diogenichthys,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024754
MitoFish_mf_024755,Lampanyctus pusillus,Lampanyctus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024755
MitoFish_mf_024756,Ceratoscopelus sp. CBM:ZF:14798,Ceratoscopelus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024756
MitoFish_mf_024757,Diaphus mollis,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024757
MitoFish_mf_024758,Diaphus cf. effulgens CBM:ZF:14717,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024758
MitoFish_mf_024759,Diaphus anderseni,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024759
MitoFish_mf_024760,Lampanyctus sp. Y13,Lampanyctus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024760
MitoFish_mf_024764,Myctophum cf. orientale CBM:ZF:14701,Myctophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024764
MitoFish_mf_024765,Hygophum sp. CBM:ZF:15239,Hygophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024765
MitoFish_mf_024766,Protomyctophum bolini,Protomyctophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024766
MitoFish_mf_024767,Diaphus schmidti,Diaphus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024767
MitoFish_mf_024768,Lampanyctus alatus,Lampanyctus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024768
MitoFish_mf_024769,Lampanyctus nobilis,Lampanyctus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024769
MitoFish_mf_024770,Lampadena urophaos,Lampadena,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024770
MitoFish_mf_024771,Gonichthys cocco,Gonichthys,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024771
MitoFish_mf_024772,Notolychnus valdiviae,Notolychnus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024772
MitoFish_mf_024773,Electrona carlsbergi,Electrona,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024773
MitoFish_mf_024774,Triphoturus nigrescens,Triphoturus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024774
MitoFish_mf_024775,Lepidophanes guentheri,Lepidophanes,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024775
MitoFish_mf_024776,Lepidophanes gaussi,Lepidophanes,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024776
MitoFish_mf_024777,Myctophum aurolaternatum,Myctophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024777
MitoFish_mf_024778,Myctophum lychnobium,Myctophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024778
MitoFish_mf_024779,Gonichthys tenuiculus,Gonichthys,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024779
MitoFish_mf_024780,Centrobranchus nigroocellatus,Centrobranchus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024780
MitoFish_mf_024782,Hygophum hygomii,Hygophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024782
MitoFish_mf_024783,Centrobranchus andreae,Centrobranchus,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024783
MitoFish_mf_024784,Loweina terminata,Loweina,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024784
MitoFish_mf_024785,Hygophum benoiti,Hygophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024785
MitoFish_mf_024786,Hygophum proximum,Hygophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024786
MitoFish_mf_024787,Hygophum proximum,Hygophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_024787
MitoFish_mf_024789,Acrossocheilus monticola,Acrossocheilus,Cyprinidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024789
MitoFish_mf_024790,Acheilognathus yamatsutae,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024790
MitoFish_mf_024791,Acheilognathus meridianus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024791
MitoFish_mf_024792,Rhodeus sericeus,Rhodeus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024792
MitoFish_mf_024793,Tanakia himantegus,Tanakia,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024793
MitoFish_mf_024794,Acheilognathus signifer,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024794
MitoFish_mf_024795,Acheilognathus barbatulus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024795
MitoFish_mf_024796,Acheilognathus tonkinensis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024796
MitoFish_mf_024797,Saurogobio dabryi,Saurogobio,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024797
MitoFish_mf_024798,Squalidus argentatus,Squalidus,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024798
MitoFish_mf_024799,Gobio cynocephalus,Gobio,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024799
MitoFish_mf_024803,Romanogobio tenuicorpus,Romanogobio,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024803
MitoFish_mf_024804,Sarcocheilichthys soldatovi,Sarcocheilichthys,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024804
MitoFish_mf_024807,Gobio coriparoides,Gobio,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024807
MitoFish_mf_024808,Microphysogobio elongatus,Microphysogobio,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024808
MitoFish_mf_024810,Rhynchocypris czekanowskii,Rhynchocypris,Leuciscidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024810
MitoFish_mf_024811,Cobitis sp. CBM:ZF:12841,Cobitis,Cobitidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024811
MitoFish_mf_024812,Syngnathus schlegeli,Syngnathus,Syngnathidae,Syngnathiformes,Actinopteri,Chordata,MitoFish_mf_024812
MitoFish_mf_024813,Hippocampus haema,Hippocampus,Syngnathidae,Syngnathiformes,Actinopteri,Chordata,MitoFish_mf_024813
MitoFish_mf_024814,Abbottina rivularis,Abbottina,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024814
MitoFish_mf_024815,Abbottina rivularis,Abbottina,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024815
MitoFish_mf_024816,Abbottina rivularis,Abbottina,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024816
MitoFish_mf_024818,Squalidus cf. argentatus CBM:ZF:11738,Squalidus,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024818
MitoFish_mf_024819,Hyphessobrycon reticulatus,Hyphessobrycon,Characidae,Characiformes,Actinopteri,Chordata,MitoFish_mf_024819
MitoFish_mf_024820,Pristellinae sp. CBM:ZF:13633,NA,Characidae,Characiformes,Actinopteri,Chordata,MitoFish_mf_024820
MitoFish_mf_024821,Charax condei,Charax,Characidae,Characiformes,Actinopteri,Chordata,MitoFish_mf_024821
MitoFish_mf_024822,Hemigrammus ocellifer,Hemigrammus,Characidae,Characiformes,Actinopteri,Chordata,MitoFish_mf_024822
MitoFish_mf_024823,Hyphessobrycon columbianus,Hyphessobrycon,Characidae,Characiformes,Actinopteri,Chordata,MitoFish_mf_024823
MitoFish_mf_024825,Hyphessobrycon eos,Hyphessobrycon,Characidae,Characiformes,Actinopteri,Chordata,MitoFish_mf_024825
MitoFish_mf_024826,Thayeria obliqua,Thayeria,Characidae,Characiformes,Actinopteri,Chordata,MitoFish_mf_024826
MitoFish_mf_024834,Callogobius tanegasimae,Callogobius,Gobiidae,Gobiiformes,Actinopteri,Chordata,MitoFish_mf_024834
MitoFish_mf_024835,Coreoperca kawamebari,Coreoperca,Sinipercidae,Centrarchiformes,Actinopteri,Chordata,MitoFish_mf_024835
MitoFish_mf_024836,Acheilognathus tabira,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024836
MitoFish_mf_024841,Paracaesio xanthura,Paracaesio,Lutjanidae,Lutjaniformes,Actinopteri,Chordata,MitoFish_mf_024841
MitoFish_mf_024845,Galeus eastmani,Galeus,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_024845
MitoFish_mf_024846,Galeus longirostris,Galeus,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_024846
MitoFish_mf_024850,Echinorhinus cookei,Echinorhinus,Echinorhinidae,Echinorhiniformes,Chondrichthyes,Chordata,MitoFish_mf_024850
MitoFish_mf_024854,Pastinachus sephen,Pastinachus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_024854
MitoFish_mf_024855,Gymnura japonica,Gymnura,Gymnuridae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_024855
MitoFish_mf_024863,Gymnothorax berndti,Gymnothorax,Muraenidae,Anguilliformes,Actinopteri,Chordata,MitoFish_mf_024863
MitoFish_mf_024866,Synaphobranchus affinis,Synaphobranchus,Synaphobranchidae,Anguilliformes,Actinopteri,Chordata,MitoFish_mf_024866
MitoFish_mf_024867,Scolecenchelys macroptera,Scolecenchelys,Ophichthidae,Anguilliformes,Actinopteri,Chordata,MitoFish_mf_024867
MitoFish_mf_024868,Acheilognathus rhombeus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024868
MitoFish_mf_024869,Acheilognathus majusculus,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024869
MitoFish_mf_024870,Acheilognathus chankaensis,Acheilognathus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024870
MitoFish_mf_024872,Rhodeus sinensis,Rhodeus,Acheilognathidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024872
MitoFish_mf_024874,Biwia yodoensis,Biwia,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024874
MitoFish_mf_024876,Pseudogobio agathonectris,Pseudogobio,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024876
MitoFish_mf_024878,Phoxinus phoxinus,Phoxinus,Leuciscidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024878
MitoFish_mf_024881,Candidia barbata,Candidia,Xenocyprididae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024881
MitoFish_mf_024883,Cobitis sinensis,Cobitis,Cobitidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024883
MitoFish_mf_024884,Misgurnus anguillicaudatus,Misgurnus,Cobitidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024884
MitoFish_mf_024886,Misgurnus anguillicaudatus,Misgurnus,Cobitidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024886
MitoFish_mf_024887,Cobitis sakahoko,Cobitis,Cobitidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_024887
